Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Laos,1205,,122,1083,,,186954.0,25386.0,7364531.0,133,,23,110,2021-05-07 23:42:00+00:00
Bhutan,1190,1.0,1037,152,,1.0,721983.0,927073.0,778777.0,46,0.0,20,26,2021-05-07 23:42:00+00:00
Taiwan,1178,12.0,1077,89,,0.5,555429.0,23285.0,23853256.0,18,0.0,3,15,2021-05-07 23:42:00+00:00
St. Barth,974,1.0,462,511,,101.0,26385.0,2664613.0,9902.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Diamond Princess,712,13.0,699,0,,,,,,0,0.0,0,0,2021-05-07 23:42:00+00:00
Faeroe Islands,668,1.0,662,5,,20.0,255546.0,5213097.0,49020.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Cayman Islands,545,2.0,536,7,,30.0,91086.0,1372335.0,66373.0,0,0.0,3,-3,2021-05-07 23:42:00+00:00
Tanzania,509,21.0,183,305,7.0,0.3,,,61160555.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Wallis and Futuna,445,7.0,44,394,1.0,632.0,17264.0,1559249.0,11072.0,1,0.0,0,1,2021-05-07 23:42:00+00:00
Brunei,229,3.0,218,8,,7.0,121565.0,275648.0,441015.0,1,0.0,0,1,2021-05-07 23:42:00+00:00
British Virgin Islands,216,1.0,191,24,,33.0,39777.0,1308411.0,30401.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Dominica,174,,172,2,,,14936.0,207050.0,72137.0,0,,0,0,2021-05-07 23:42:00+00:00
Grenada,160,1.0,158,1,,9.0,26331.0,233092.0,112964.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Fiji,129,3.0,84,42,,3.0,60054.0,66584.0,901933.0,4,1.0,0,3,2021-05-07 23:42:00+00:00
New Caledonia,124,,58,66,,,31166.0,108285.0,287815.0,0,,0,0,2021-05-07 23:42:00+00:00
Anguilla,95,,35,60,,,21024.0,1390844.0,15116.0,0,,0,0,2021-05-07 23:42:00+00:00
Falkland Islands,63,,63,0,,,7258.0,2035905.0,3565.0,0,,0,0,2021-05-07 23:42:00+00:00
Macao,49,,49,0,,,4483.0,6826.0,656797.0,0,,0,0,2021-05-07 23:42:00+00:00
Saint Kitts and Nevis,45,,44,1,,,13691.0,255825.0,53517.0,0,,0,0,2021-05-07 23:42:00+00:00
Greenland,31,,31,0,,,20669.0,363552.0,56853.0,0,,0,0,2021-05-07 23:42:00+00:00
Vatican City,27,,15,12,,,,,803.0,0,,0,0,2021-05-07 23:42:00+00:00
Saint Pierre Miquelon,25,,25,0,,,5318.0,921664.0,5770.0,0,,0,0,2021-05-07 23:42:00+00:00
Montserrat,20,1.0,19,0,,200.0,1313.0,262863.0,4995.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Solomon Islands,20,,20,0,,,4500.0,6419.0,701026.0,0,,0,0,2021-05-07 23:42:00+00:00
Western Sahara,10,1.0,8,1,,2.0,,,609669.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
MS Zaandam,9,2.0,7,0,,,,,,0,0.0,0,0,2021-05-07 23:42:00+00:00
Vanuatu,4,1.0,3,0,,3.0,23000.0,73442.0,313174.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Marshall Islands,4,,4,0,,,,,59527.0,0,,0,0,2021-05-07 23:42:00+00:00
Samoa,3,,2,1,,,,,199528.0,0,,0,0,2021-05-07 23:42:00+00:00
Saint Helena,2,,2,0,,,,,6092.0,0,,0,0,2021-05-07 23:42:00+00:00
Micronesia,1,,1,0,,,,,116041.0,0,,0,0,2021-05-07 23:42:00+00:00
