Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Bangladesh,770842,11833.0,704341,54668,1115.0,71.0,5599276.0,33715.0,166074306.0,3504,78.0,5876,-2450,2021-05-07 23:42:00+00:00
Jordan,718632,9047.0,699460,10125,729.0,879.0,6814404.0,662324.0,10288632.0,1709,59.0,2936,-1286,2021-05-07 23:42:00+00:00
Serbia,698518,6519.0,655869,36130,131.0,749.0,3907936.0,448799.0,8707537.0,2643,41.0,4609,-2007,2021-05-07 23:42:00+00:00
Switzerland,670613,10702.0,601958,57953,212.0,1229.0,7088449.0,814007.0,8708092.0,3233,17.0,7194,-3978,2021-05-07 23:42:00+00:00
Austria,628817,10351.0,599854,18612,417.0,1144.0,33990188.0,3755890.0,9049835.0,2578,40.0,3977,-1439,2021-05-07 23:42:00+00:00
Japan,620994,10589.0,546042,64363,1131.0,84.0,12241999.0,97044.0,126148334.0,8634,119.0,7096,1419,2021-05-07 23:42:00+00:00
UAE,532710,1607.0,513068,18035,,161.0,45466777.0,4550685.0,9991193.0,3490,6.0,3410,74,2021-05-07 23:42:00+00:00
Lebanon,531834,7436.0,478482,45916,472.0,1094.0,4083753.0,600593.0,6799531.0,1617,46.0,5368,-3797,2021-05-07 23:42:00+00:00
Morocco,513314,9057.0,500192,4065,138.0,243.0,6320534.0,169544.0,37279597.0,658,14.0,701,-57,2021-05-07 23:42:00+00:00
Malaysia,432425,1632.0,396004,34789,375.0,50.0,9904314.0,302739.0,32715679.0,8049,41.0,6158,1850,2021-05-07 23:42:00+00:00
Saudi Arabia,424445,7045.0,407650,9750,1311.0,200.0,17389803.0,493040.0,35270603.0,2129,27.0,2043,59,2021-05-07 23:42:00+00:00
Bulgaria,409495,16886.0,347870,44739,570.0,2446.0,2577231.0,373292.0,6904062.0,1668,113.0,2975,-1420,2021-05-07 23:42:00+00:00
Ecuador,396888,19061.0,329582,48245,620.0,1067.0,1327106.0,74270.0,17868773.0,3840,154.0,0,3686,2021-05-07 23:42:00+00:00
Slovakia,385022,11946.0,366715,6361,264.0,2187.0,2704901.0,495233.0,5461881.0,705,60.0,1097,-452,2021-05-07 23:42:00+00:00
Nepal,377603,3579.0,295395,78629,,121.0,2598405.0,87850.0,29577883.0,17993,104.0,5612,12277,2021-05-07 23:42:00+00:00
Panama,366364,6255.0,356144,3965,105.0,1431.0,2439336.0,557947.0,4371982.0,389,3.0,316,70,2021-05-07 23:42:00+00:00
Belarus,366305,2612.0,356842,6851,,276.0,5958089.0,630706.0,9446691.0,2573,20.0,2630,-77,2021-05-07 23:42:00+00:00
Greece,358116,10910.0,322282,24924,754.0,1051.0,8386740.0,807980.0,10379885.0,6089,146.0,6474,-531,2021-05-07 23:42:00+00:00
Croatia,342487,7388.0,323834,11265,242.0,1809.0,1863305.0,456268.0,4083793.0,3075,73.0,3872,-870,2021-05-07 23:42:00+00:00
Kazakhstan,337652,3858.0,291829,41965,221.0,203.0,10455458.0,551269.0,18966152.0,5283,62.0,7458,-2237,2021-05-07 23:42:00+00:00
Azerbaijan,325407,4650.0,302860,17897,,455.0,3311267.0,324115.0,10216341.0,1566,33.0,3911,-2378,2021-05-07 23:42:00+00:00
Georgia,319266,4245.0,298807,16214,,1066.0,4316833.0,1083902.0,3982680.0,3353,38.0,2275,1040,2021-05-07 23:42:00+00:00
Tunisia,318236,11277.0,274270,32689,529.0,946.0,1350359.0,113257.0,11922985.0,2636,155.0,4617,-2136,2021-05-07 23:42:00+00:00
Bolivia,314190,13151.0,258068,42971,158.0,1114.0,1226152.0,103847.0,11807250.0,3618,69.0,2140,1409,2021-05-07 23:42:00+00:00
Palestine,300946,3338.0,283570,14038,102.0,642.0,1770081.0,340333.0,5201028.0,1210,21.0,3918,-2729,2021-05-07 23:42:00+00:00
Paraguay,291540,6883.0,241040,43617,545.0,955.0,1133277.0,157259.0,7206431.0,4873,161.0,3764,948,2021-05-07 23:42:00+00:00
Kuwait,282981,1628.0,266917,14436,206.0,377.0,2388785.0,552475.0,4323790.0,2445,18.0,2823,-396,2021-05-07 23:42:00+00:00
Dominican Republic,269958,3517.0,230945,35496,229.0,321.0,1428975.0,130623.0,10939729.0,1397,8.0,1492,-103,2021-05-07 23:42:00+00:00
Costa Rica,265486,3365.0,212525,49596,433.0,656.0,1025064.0,199685.0,5133393.0,4951,39.0,3190,1722,2021-05-07 23:42:00+00:00
Ethiopia,261580,3840.0,206870,50870,765.0,33.0,2609897.0,22239.0,117354224.0,1441,45.0,3462,-2066,2021-05-07 23:42:00+00:00
Denmark,257505,2495.0,244364,10646,34.0,429.0,41474152.0,7139078.0,5809455.0,2035,3.0,1351,681,2021-05-07 23:42:00+00:00
Lithuania,255384,4019.0,229667,21698,186.0,1494.0,2935816.0,1091380.0,2690004.0,2685,26.0,2141,518,2021-05-07 23:42:00+00:00
Moldova,252413,5929.0,242796,3688,181.0,1473.0,1012761.0,251554.0,4026019.0,593,37.0,884,-328,2021-05-07 23:42:00+00:00
Ireland,251904,4921.0,234404,12579,34.0,987.0,4599866.0,922867.0,4984323.0,817,6.0,846,-35,2021-05-07 23:42:00+00:00
Slovenia,245159,4285.0,231559,9315,142.0,2061.0,1199033.0,576686.0,2079180.0,1440,6.0,1698,-264,2021-05-07 23:42:00+00:00
Egypt,235140,13779.0,175928,45433,90.0,133.0,2715258.0,26119.0,103958380.0,2235,124.0,1711,400,2021-05-07 23:42:00+00:00
Guatemala,233696,7695.0,211572,14429,5.0,423.0,1298713.0,71380.0,18194446.0,2407,53.0,2476,-122,2021-05-07 23:42:00+00:00
Armenia,218681,4209.0,203307,11165,,1418.0,1008307.0,339734.0,2967930.0,781,31.0,1748,-998,2021-05-07 23:42:00+00:00
Honduras,217595,5502.0,80583,131510,561.0,548.0,645503.0,64310.0,10037294.0,1762,116.0,1233,413,2021-05-07 23:42:00+00:00
Uruguay,216146,3032.0,187153,25961,537.0,870.0,1885930.0,541325.0,3483913.0,6279,114.0,5434,731,2021-05-07 23:42:00+00:00
Qatar,210070,496.0,199444,10130,274.0,177.0,1937204.0,689935.0,2807805.0,1193,7.0,2538,-1352,2021-05-07 23:42:00+00:00
Venezuela,204057,2244.0,186388,15425,317.0,79.0,3359014.0,118410.0,28367663.0,2250,36.0,2227,-13,2021-05-07 23:42:00+00:00
Bosnia and Herzegovina,200693,8790.0,164717,27186,,2693.0,922568.0,282692.0,3263509.0,811,54.0,2444,-1687,2021-05-07 23:42:00+00:00
Oman,199344,2083.0,181696,15565,283.0,399.0,1550000.0,297184.0,5215629.0,772,12.0,1149,-389,2021-05-07 23:42:00+00:00
Bahrain,186403,674.0,173036,12693,101.0,385.0,4206579.0,2402335.0,1751038.0,3073,10.0,2150,913,2021-05-07 23:42:00+00:00
Libya,179697,3063.0,165931,10703,,441.0,972747.0,139962.0,6950060.0,770,5.0,873,-108,2021-05-07 23:42:00+00:00
Nigeria,165340,2065.0,155454,7821,11.0,10.0,1939165.0,9215.0,210428775.0,67,0.0,51,16,2021-05-07 23:42:00+00:00
Kenya,162666,2865.0,110653,49148,190.0,52.0,1710414.0,31231.0,54766675.0,1273,40.0,884,349,2021-05-07 23:42:00+00:00
North Macedonia,153694,5067.0,137331,11296,124.0,2432.0,734904.0,352759.0,2083302.0,557,51.0,1964,-1458,2021-05-07 23:42:00+00:00
Myanmar,142903,3210.0,132000,7693,,59.0,2586547.0,47270.0,54718013.0,29,0.0,1,28,2021-05-07 23:42:00+00:00
Albania,131577,2408.0,115253,13916,18.0,838.0,650005.0,226078.0,2875135.0,158,5.0,1785,-1632,2021-05-07 23:42:00+00:00
S. Korea,126044,1860.0,116022,8162,162.0,36.0,9051354.0,176417.0,51306536.0,1099,13.0,1078,8,2021-05-07 23:42:00+00:00
Estonia,124529,1193.0,115060,8276,50.0,899.0,1318022.0,993017.0,1327290.0,748,10.0,1027,-289,2021-05-07 23:42:00+00:00
Algeria,123692,3315.0,86149,34228,28.0,74.0,230861.0,5186.0,44517482.0,420,16.0,280,124,2021-05-07 23:42:00+00:00
Latvia,122545,2197.0,111473,8875,81.0,1176.0,2362996.0,1264657.0,1868487.0,1809,31.0,1320,458,2021-05-07 23:42:00+00:00
Sri Lanka,121338,745.0,101763,18830,,35.0,2849991.0,132624.0,21489175.0,3809,25.0,1688,2096,2021-05-07 23:42:00+00:00
Norway,115629,767.0,88952,25910,28.0,141.0,5316358.0,974219.0,5457048.0,724,0.0,0,724,2021-05-07 23:42:00+00:00
Cuba,113876,713.0,107476,5687,115.0,63.0,3787896.0,334597.0,11320761.0,2222,19.0,2164,39,2021-05-07 23:42:00+00:00
Montenegro,98142,1533.0,94655,1954,64.0,2441.0,383596.0,610692.0,628133.0,212,12.0,292,-92,2021-05-07 23:42:00+00:00
Kyrgyzstan,97663,1643.0,90959,5061,70.0,248.0,1017506.0,153822.0,6614840.0,705,6.0,565,134,2021-05-07 23:42:00+00:00
Uzbekistan,93597,660.0,89338,3599,23.0,19.0,1377915.0,40673.0,33877979.0,873,5.0,803,65,2021-05-07 23:42:00+00:00
Ghana,92856,783.0,90480,1593,6.0,25.0,1108763.0,35067.0,31618263.0,28,0.0,18,10,2021-05-07 23:42:00+00:00
Zambia,92004,1256.0,90316,432,36.0,67.0,1431929.0,76103.0,18815647.0,155,1.0,118,36,2021-05-07 23:42:00+00:00
China,90739,4636.0,85795,308,3.0,3.0,160000000.0,111163.0,1439323776.0,18,0.0,29,-11,2021-05-07 23:42:00+00:00
Finland,88332,922.0,46000,41410,28.0,166.0,4615178.0,831863.0,5548005.0,534,4.0,0,530,2021-05-07 23:42:00+00:00
Thailand,78855,363.0,49172,29320,1170.0,5.0,8124896.0,116156.0,69948170.0,3955,45.0,4812,-902,2021-05-07 23:42:00+00:00
Cameroon,74946,1152.0,70497,3297,385.0,43.0,1257949.0,46418.0,27100574.0,2696,45.0,2872,-221,2021-05-07 23:42:00+00:00
El Salvador,70255,2146.0,65778,2331,31.0,329.0,934357.0,143441.0,6513874.0,258,5.0,247,6,2021-05-07 23:42:00+00:00
Mozambique,70138,820.0,67706,1612,38.0,26.0,525385.0,16424.0,31989654.0,86,2.0,363,-279,2021-05-07 23:42:00+00:00
Cyprus,68766,332.0,39061,29373,59.0,273.0,5181292.0,4265196.0,1214784.0,784,5.0,0,779,2021-05-07 23:42:00+00:00
Luxembourg,68153,801.0,64943,2409,33.0,1262.0,2711542.0,4273139.0,634555.0,303,1.0,500,-198,2021-05-07 23:42:00+00:00
Afghanistan,61755,2683.0,54019,5053,1124.0,68.0,417283.0,10520.0,39664980.0,593,19.0,269,305,2021-05-07 23:42:00+00:00
Singapore,61311,31.0,60906,374,2.0,5.0,9906797.0,1682196.0,5889206.0,43,0.0,62,-19,2021-05-07 23:42:00+00:00
Namibia,49552,682.0,47146,1724,43.0,264.0,397272.0,154003.0,2579633.0,229,15.0,463,-249,2021-05-07 23:42:00+00:00
Botswana,48417,734.0,46226,1457,1.0,307.0,1086267.0,454209.0,2391558.0,566,10.0,581,-25,2021-05-07 23:42:00+00:00
Jamaica,46428,801.0,22018,23609,21.0,270.0,340151.0,114448.0,2972096.0,234,7.0,239,-12,2021-05-07 23:42:00+00:00
Ivory Coast,46344,291.0,45790,263,,11.0,605248.0,22478.0,26926644.0,113,0.0,57,56,2021-05-07 23:42:00+00:00
Mongolia,43201,153.0,28533,14515,123.0,46.0,2762832.0,831489.0,3322754.0,1677,23.0,2892,-1238,2021-05-07 23:42:00+00:00
Uganda,42224,346.0,41652,226,24.0,7.0,1032526.0,21992.0,46950542.0,122,3.0,0,119,2021-05-07 23:42:00+00:00
Senegal,40621,1116.0,39316,189,10.0,65.0,488257.0,28529.0,17114127.0,77,2.0,74,1,2021-05-07 23:42:00+00:00
Madagascar,38641,701.0,35116,2824,351.0,25.0,189996.0,6716.0,28288431.0,525,11.0,1056,-542,2021-05-07 23:42:00+00:00
Zimbabwe,38403,1576.0,36041,786,12.0,105.0,429710.0,28561.0,15045256.0,46,2.0,230,-186,2021-05-07 23:42:00+00:00
Malawi,34158,1152.0,32145,861,11.0,59.0,235195.0,12034.0,19544772.0,15,1.0,14,0,2021-05-07 23:42:00+00:00
Maldives,34134,82.0,25782,8270,90.0,149.0,752971.0,1372637.0,548558.0,1469,8.0,309,1152,2021-05-07 23:42:00+00:00
Sudan,33648,2365.0,27247,4036,,53.0,232965.0,5211.0,44709222.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Malta,30432,417.0,29763,252,,942.0,879997.0,1988523.0,442538.0,21,1.0,48,-28,2021-05-07 23:42:00+00:00
DRC,30240,772.0,26324,3144,,8.0,151894.0,1654.0,91842311.0,110,2.0,42,66,2021-05-07 23:42:00+00:00
Australia,29893,910.0,28712,271,1.0,35.0,17080821.0,663346.0,25749476.0,31,0.0,17,14,2021-05-07 23:42:00+00:00
Angola,28201,628.0,24698,2875,35.0,19.0,513297.0,15221.0,33722466.0,672,10.0,206,456,2021-05-07 23:42:00+00:00
Cabo Verde,25837,231.0,22323,3283,23.0,412.0,154030.0,274523.0,561083.0,678,2.0,560,116,2021-05-07 23:42:00+00:00
Rwanda,25539,338.0,24050,1151,1.0,26.0,1337100.0,101129.0,13221757.0,118,0.0,340,-222,2021-05-07 23:42:00+00:00
Gabon,23311,142.0,19838,3331,22.0,63.0,743110.0,327384.0,2269843.0,110,2.0,98,10,2021-05-07 23:42:00+00:00
Syria,23256,1639.0,18166,3451,,92.0,103566.0,5800.0,17857625.0,135,14.0,441,-320,2021-05-07 23:42:00+00:00
Guinea,22553,149.0,20147,2257,24.0,11.0,440858.0,32823.0,13431577.0,85,1.0,160,-76,2021-05-07 23:42:00+00:00
Réunion,21601,150.0,19848,1603,36.0,167.0,102720.0,114043.0,900710.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
French Guiana,20366,104.0,9995,10267,18.0,341.0,225358.0,738448.0,305178.0,288,0.0,0,288,2021-05-07 23:42:00+00:00
Mayotte,20134,170.0,2964,17000,4.0,611.0,174251.0,626032.0,278342.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
French Polynesia,18776,141.0,18617,18,2.0,500.0,26355.0,93364.0,282281.0,1,0.0,7,-6,2021-05-07 23:42:00+00:00
Mauritania,18576,456.0,17817,303,14.0,96.0,240124.0,50529.0,4752201.0,34,0.0,17,17,2021-05-07 23:42:00+00:00
Eswatini,18474,671.0,17773,30,3.0,573.0,191494.0,163628.0,1170302.0,7,0.0,5,2,2021-05-07 23:42:00+00:00
Cambodia,18179,114.0,6884,11181,,7.0,975806.0,57692.0,16914004.0,1208,4.0,865,339,2021-05-07 23:42:00+00:00
Guadeloupe,15360,210.0,2242,12908,18.0,525.0,187796.0,469276.0,400182.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Somalia,14368,745.0,6152,7471,,46.0,117534.0,7226.0,16265021.0,247,24.0,143,80,2021-05-07 23:42:00+00:00
Guyana,14073,314.0,11928,1831,14.0,398.0,128826.0,163120.0,789761.0,244,6.0,256,-18,2021-05-07 23:42:00+00:00
Mali,14059,497.0,8937,4625,,24.0,260249.0,12548.0,20739748.0,61,4.0,81,-24,2021-05-07 23:42:00+00:00
Andorra,13390,127.0,12936,327,12.0,1641.0,193595.0,2502197.0,77370.0,50,0.0,52,-2,2021-05-07 23:42:00+00:00
Burkina Faso,13353,162.0,13111,80,,8.0,181252.0,8476.0,21383979.0,8,1.0,10,-3,2021-05-07 23:42:00+00:00
Tajikistan,13308,90.0,13218,0,,9.0,,,9717644.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Haiti,13164,263.0,12154,747,,23.0,60085.0,5216.0,11519766.0,15,3.0,3,9,2021-05-07 23:42:00+00:00
Togo,13090,124.0,11508,1458,,15.0,315112.0,37328.0,8441696.0,22,1.0,123,-102,2021-05-07 23:42:00+00:00
Trinidad and Tobago,12720,196.0,9044,3480,38.0,140.0,139640.0,99507.0,1403322.0,615,7.0,152,456,2021-05-07 23:42:00+00:00
Belize,12682,323.0,12273,86,1.0,800.0,120377.0,298182.0,403703.0,2,0.0,12,-10,2021-05-07 23:42:00+00:00
Curaçao,12228,113.0,11920,195,22.0,686.0,98732.0,599608.0,164661.0,10,0.0,56,-46,2021-05-07 23:42:00+00:00
Hong Kong,11802,210.0,11473,119,3.0,28.0,13412611.0,1776893.0,7548352.0,5,0.0,11,-6,2021-05-07 23:42:00+00:00
Papua New Guinea,11630,121.0,10312,1197,,13.0,95014.0,10453.0,9089618.0,357,0.0,539,-182,2021-05-07 23:42:00+00:00
Martinique,11558,83.0,98,11377,24.0,221.0,163838.0,436879.0,375019.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Djibouti,11319,148.0,11041,130,,148.0,151665.0,151649.0,1000108.0,51,1.0,80,-30,2021-05-07 23:42:00+00:00
Congo,11016,147.0,8208,2661,,26.0,92500.0,16424.0,5632117.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Suriname,10816,213.0,9656,947,26.0,360.0,52395.0,88644.0,591070.0,120,1.0,54,65,2021-05-07 23:42:00+00:00
Bahamas,10773,212.0,9781,780,5.0,535.0,89754.0,226414.0,396416.0,197,2.0,202,-7,2021-05-07 23:42:00+00:00
Lesotho,10761,319.0,6427,4015,,148.0,83335.0,38642.0,2156593.0,12,0.0,160,-148,2021-05-07 23:42:00+00:00
Aruba,10736,100.0,10505,131,14.0,933.0,151652.0,1415338.0,107149.0,15,0.0,23,-8,2021-05-07 23:42:00+00:00
South Sudan,10637,115.0,10312,210,,10.0,155471.0,13753.0,11304431.0,24,0.0,0,24,2021-05-07 23:42:00+00:00
Benin,7884,100.0,7652,132,35.0,8.0,595112.0,48033.0,12389632.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Equatorial Guinea,7694,112.0,7279,303,7.0,78.0,123169.0,85441.0,1441560.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Nicaragua,6989,183.0,4225,2581,,27.0,,,6691036.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
CAR,6674,93.0,5112,1469,2.0,19.0,40907.0,8348.0,4900459.0,153,2.0,0,151,2021-05-07 23:42:00+00:00
Iceland,6506,29.0,6347,130,5.0,85.0,613017.0,1786628.0,343114.0,9,0.0,52,-43,2021-05-07 23:42:00+00:00
Yemen,6446,1269.0,2978,2199,23.0,42.0,31386.0,1033.0,30378008.0,32,9.0,12,11,2021-05-07 23:42:00+00:00
Seychelles,6373,28.0,5277,1068,,283.0,21504.0,217515.0,98862.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Gambia,5925,175.0,5547,203,3.0,71.0,76379.0,30878.0,2473592.0,11,0.0,74,-63,2021-05-07 23:42:00+00:00
Niger,5310,192.0,4876,242,18.0,8.0,100105.0,4014.0,24939016.0,24,0.0,6,18,2021-05-07 23:42:00+00:00
San Marino,5067,90.0,4935,42,4.0,2648.0,61760.0,1816952.0,33991.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Chad,4862,170.0,4622,70,,10.0,115130.0,6844.0,16820962.0,15,0.0,52,-37,2021-05-07 23:42:00+00:00
Saint Lucia,4607,75.0,4427,105,1.0,407.0,41126.0,223102.0,184337.0,22,1.0,21,0,2021-05-07 23:42:00+00:00
Gibraltar,4286,94.0,4188,4,1.0,2791.0,235484.0,6991390.0,33682.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Burundi,4132,6.0,773,3353,,0.5,90019.0,7386.0,12187517.0,63,0.0,0,63,2021-05-07 23:42:00+00:00
Sierra Leone,4068,79.0,3078,911,,10.0,153257.0,18889.0,8113396.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Channel Islands,4056,86.0,3956,14,,491.0,454413.0,2593445.0,175216.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Barbados,3931,45.0,3847,39,,156.0,157606.0,547865.0,287673.0,16,0.0,26,-10,2021-05-07 23:42:00+00:00
Comoros,3854,146.0,3682,26,,165.0,,,885173.0,7,0.0,1,6,2021-05-07 23:42:00+00:00
Eritrea,3742,12.0,3602,128,,3.0,23693.0,6604.0,3587795.0,35,0.0,64,-29,2021-05-07 23:42:00+00:00
Guinea-Bissau,3739,67.0,3387,285,9.0,33.0,64589.0,32181.0,2007066.0,1,0.0,14,-13,2021-05-07 23:42:00+00:00
Vietnam,3137,35.0,2560,542,,0.4,2958119.0,30161.0,98078072.0,115,0.0,0,115,2021-05-07 23:42:00+00:00
Timor-Leste,2965,4.0,1596,1365,,3.0,69967.0,52231.0,1339572.0,179,0.0,228,-49,2021-05-07 23:42:00+00:00
Liechtenstein,2963,58.0,2858,47,5.0,1517.0,39109.0,1023233.0,38221.0,7,1.0,19,-13,2021-05-07 23:42:00+00:00
New Zealand,2634,26.0,2582,26,,5.0,2046919.0,409212.0,5002100.0,5,0.0,4,1,2021-05-07 23:42:00+00:00
Monaco,2477,32.0,2402,43,1.0,811.0,51953.0,1316032.0,39477.0,6,0.0,9,-3,2021-05-07 23:42:00+00:00
Bermuda,2432,30.0,2062,340,14.0,483.0,245104.0,3948005.0,62083.0,5,0.0,82,-77,2021-05-07 23:42:00+00:00
Turks and Caicos,2402,17.0,2358,27,2.0,434.0,60836.0,1553564.0,39159.0,2,0.0,15,-13,2021-05-07 23:42:00+00:00
Sao Tome and Principe,2317,35.0,2258,24,,157.0,12999.0,58400.0,222584.0,3,0.0,1,2,2021-05-07 23:42:00+00:00
Sint Maarten,2250,27.0,2197,26,2.0,624.0,26359.0,608936.0,43287.0,7,0.0,4,3,2021-05-07 23:42:00+00:00
Liberia,2114,85.0,1962,67,2.0,16.0,97875.0,18977.0,5157525.0,1,0.0,3,-2,2021-05-07 23:42:00+00:00
St. Vincent Grenadines,1895,12.0,1741,142,2.0,108.0,45888.0,412521.0,111238.0,13,1.0,10,2,2021-05-07 23:42:00+00:00
Saint Martin,1773,12.0,1399,362,7.0,306.0,27588.0,703399.0,39221.0,28,0.0,0,28,2021-05-07 23:42:00+00:00
Isle of Man,1590,29.0,1549,12,1.0,340.0,44761.0,524054.0,85413.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Caribbean Netherlands,1573,16.0,1540,17,,605.0,10040.0,379886.0,26429.0,6,0.0,8,-2,2021-05-07 23:42:00+00:00
Antigua and Barbuda,1232,32.0,1014,186,1.0,324.0,16700.0,169347.0,98614.0,0,0.0,0,0,2021-05-07 23:42:00+00:00
Mauritius,1226,17.0,1121,88,,13.0,358675.0,281633.0,1273554.0,10,0.0,10,0,2021-05-07 23:42:00+00:00
