Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,LastUpdated
Afghanistan,60288,,2642.0,,53391,,4255,1124.0,67.0,406816.0,10258.0,39657776.0,2021-05-04 01:36:00+00:00
Namibia,48654,,643.0,,46238,,1773,37.0,249.0,388574.0,150654.0,2579255.0,2021-05-04 01:36:00+00:00
Botswana,47851,,724.0,,45645,,1482,1.0,303.0,1036708.0,433557.0,2391168.0,2021-05-04 01:36:00+00:00
Ivory Coast,46154,,287.0,,45662,,205,,11.0,594288.0,22075.0,26921274.0,2021-05-04 01:36:00+00:00
Jamaica,46039,,790.0,,21487,,23762,24.0,266.0,335174.0,112778.0,2971991.0,2021-05-04 01:36:00+00:00
Uganda,41973,,342.0,,41598,,33,24.0,7.0,1022436.0,21782.0,46938645.0,2021-05-04 01:36:00+00:00
Senegal,40464,,1111.0,,39192,,161,12.0,65.0,483768.0,28273.0,17110498.0,2021-05-04 01:36:00+00:00
Mongolia,39381,,119.0,,22932,,16330,119.0,36.0,2727169.0,820863.0,3322321.0,2021-05-04 01:36:00+00:00
Zimbabwe,38293,,1573.0,,35647,,1073,12.0,105.0,420611.0,27960.0,15043482.0,2021-05-04 01:36:00+00:00
Madagascar,37751,,677.0,,33146,,3928,329.0,24.0,186358.0,6589.0,28282577.0,2021-05-04 01:36:00+00:00
Malawi,34099,,1148.0,,32069,,882,8.0,59.0,233526.0,11951.0,19540706.0,2021-05-04 01:36:00+00:00
Sudan,33104,,2349.0,,26795,,3960,,53.0,232965.0,5212.0,44700808.0,2021-05-04 01:36:00+00:00
Maldives,31330,,74.0,,25214,,6042,90.0,135.0,736905.0,1343540.0,548480.0,2021-05-04 01:36:00+00:00
Malta,30354,,416.0,,29658,,280,,940.0,872649.0,1971963.0,442528.0,2021-05-04 01:36:00+00:00
DRC,30004,,768.0,,26250,,2986,,8.0,150055.0,1634.0,91819892.0,2021-05-04 01:36:00+00:00
Australia,29850,9.0,910.0,,28655,,285,1.0,35.0,16963084.0,658836.0,25747052.0,2021-05-04 01:36:00+00:00
Angola,27133,,603.0,,24190,,2340,27.0,18.0,502716.0,14911.0,33714046.0,2021-05-04 01:36:00+00:00
Rwanda,25311,,337.0,,23513,,1461,1.0,25.0,1323587.0,100127.0,13219117.0,2021-05-04 01:36:00+00:00
Cabo Verde,24548,,226.0,,21249,,3073,23.0,403.0,154030.0,274547.0,561033.0,2021-05-04 01:36:00+00:00
Gabon,23201,,140.0,,19740,,3321,22.0,62.0,736002.0,324314.0,2269412.0,2021-05-04 01:36:00+00:00
Syria,22977,,1610.0,,17339,,4028,,90.0,103566.0,5801.0,17854130.0,2021-05-04 01:36:00+00:00
Guinea,22333,,146.0,,19813,,2374,24.0,11.0,434639.0,32367.0,13428646.0,2021-05-04 01:36:00+00:00
R�union,20381,,148.0,,18659,,1574,36.0,164.0,101244.0,112411.0,900658.0,2021-05-04 01:36:00+00:00
Mayotte,20094,,170.0,,2964,,16960,3.0,611.0,171277.0,615467.0,278288.0,2021-05-04 01:36:00+00:00
French Guiana,19697,,104.0,,9995,,9598,17.0,341.0,218631.0,716553.0,305115.0,2021-05-04 01:36:00+00:00
French Polynesia,18765,,141.0,,18602,,22,3.0,500.0,26355.0,93369.0,282267.0,2021-05-04 01:36:00+00:00
Mauritania,18476,,455.0,,17744,,277,14.0,96.0,236440.0,49764.0,4751196.0,2021-05-04 01:36:00+00:00
Eswatini,18460,,671.0,,17758,,31,3.0,573.0,187651.0,160358.0,1170204.0,2021-05-04 01:36:00+00:00
Cambodia,15361,,106.0,,5430,,9825,,6.0,928777.0,54918.0,16912107.0,2021-05-04 01:36:00+00:00
Guadeloupe,14555,,198.0,,2242,,12115,18.0,495.0,180000.0,449796.0,400181.0,2021-05-04 01:36:00+00:00
Mali,13937,,491.0,,8759,,4687,,24.0,257085.0,12399.0,20734948.0,2021-05-04 01:36:00+00:00
Somalia,13915,,713.0,,5847,,7355,,44.0,111801.0,6875.0,16261372.0,2021-05-04 01:36:00+00:00
Guyana,13564,,303.0,,11447,,1814,15.0,384.0,125174.0,158502.0,789730.0,2021-05-04 01:36:00+00:00
Burkina Faso,13324,,157.0,,13067,,100,,7.0,180471.0,8441.0,21379263.0,2021-05-04 01:36:00+00:00
Tajikistan,13308,,90.0,,13218,,0,,9.0,,,9715884.0,2021-05-04 01:36:00+00:00
Andorra,13295,,127.0,,12793,,375,18.0,1641.0,193595.0,2502230.0,77369.0,2021-05-04 01:36:00+00:00
Haiti,13135,,257.0,,12151,,727,,22.0,60085.0,5216.0,11518627.0,2021-05-04 01:36:00+00:00
Togo,13010,,123.0,,11269,,1618,,15.0,312269.0,36998.0,8440102.0,2021-05-04 01:36:00+00:00
Belize,12674,,323.0,,12239,,112,1.0,800.0,118990.0,294789.0,403644.0,2021-05-04 01:36:00+00:00
Cura�ao,12213,,111.0,,11784,,318,22.0,674.0,96311.0,584926.0,164655.0,2021-05-04 01:36:00+00:00
Hong Kong,11787,,210.0,,11447,,130,3.0,28.0,11193673.0,1483027.0,7547854.0,2021-05-04 01:36:00+00:00
Trinidad and Tobago,11471,,179.0,,8733,,2559,8.0,128.0,136357.0,97170.0,1403285.0,2021-05-04 01:36:00+00:00
Papua New Guinea,11262,,115.0,,9698,,1449,,13.0,93283.0,10264.0,9088227.0,2021-05-04 01:36:00+00:00
Martinique,11253,,75.0,,98,,11080,33.0,200.0,157145.0,419030.0,375021.0,2021-05-04 01:36:00+00:00
Djibouti,11201,,146.0,,10866,,189,,146.0,150204.0,150206.0,999990.0,2021-05-04 01:36:00+00:00
Congo,11016,,147.0,,8208,,2661,,26.0,92500.0,16427.0,5631001.0,2021-05-04 01:36:00+00:00
Lesotho,10733,,318.0,,6267,,4148,,147.0,80556.0,37356.0,2156454.0,2021-05-04 01:36:00+00:00
Aruba,10679,,100.0,,10435,,144,14.0,933.0,149660.0,1396786.0,107146.0,2021-05-04 01:36:00+00:00
South Sudan,10602,,115.0,,10312,,175,,10.0,152551.0,13496.0,11303356.0,2021-05-04 01:36:00+00:00
Bahamas,10576,,210.0,,9579,,787,4.0,530.0,88056.0,222148.0,396385.0,2021-05-04 01:36:00+00:00
Suriname,10543,,207.0,,9482,,854,23.0,350.0,51356.0,86893.0,591027.0,2021-05-04 01:36:00+00:00
Benin,7884,,100.0,,7652,,132,35.0,8.0,595112.0,48043.0,12387020.0,2021-05-04 01:36:00+00:00
Equatorial Guinea,7694,,112.0,,7279,,303,7.0,78.0,123169.0,85464.0,1441180.0,2021-05-04 01:36:00+00:00
Nicaragua,6898,,182.0,,4225,,2491,,27.0,,,6690390.0,2021-05-04 01:36:00+00:00
Iceland,6483,,29.0,,6280,,174,5.0,85.0,604261.0,1761201.0,343096.0,2021-05-04 01:36:00+00:00
CAR,6411,,88.0,,5112,,1211,2.0,18.0,40907.0,8349.0,4899770.0,2021-05-04 01:36:00+00:00
Seychelles,6373,,28.0,,5277,,1068,,283.0,21504.0,217526.0,98857.0,2021-05-04 01:36:00+00:00
Yemen,6363,,1239.0,,2910,,2214,23.0,41.0,27038.0,890.0,30372612.0,2021-05-04 01:36:00+00:00
Gambia,5901,,175.0,,5419,,307,3.0,71.0,73324.0,29649.0,2473034.0,2021-05-04 01:36:00+00:00
Niger,5261,,191.0,,4865,,205,18.0,8.0,99623.0,3996.0,24931790.0,2021-05-04 01:36:00+00:00
San Marino,5067,,90.0,,4935,,42,4.0,2648.0,61760.0,1816952.0,33991.0,2021-05-04 01:36:00+00:00
Chad,4828,,170.0,,4528,,130,,10.0,114119.0,6786.0,16817082.0,2021-05-04 01:36:00+00:00
Saint Lucia,4560,,74.0,,4368,,118,2.0,401.0,40466.0,219530.0,184330.0,2021-05-04 01:36:00+00:00
Gibraltar,4283,,94.0,,4186,,3,1.0,2791.0,234943.0,6975121.0,33683.0,2021-05-04 01:36:00+00:00
Sierra Leone,4062,,79.0,,3078,,905,,10.0,153257.0,18892.0,8112064.0,2021-05-04 01:36:00+00:00
Channel Islands,4055,,86.0,,3956,,13,,491.0,454413.0,2593637.0,175203.0,2021-05-04 01:36:00+00:00
Burundi,4046,,6.0,,773,,3267,,0.5,90019.0,7388.0,12184602.0,2021-05-04 01:36:00+00:00
Barbados,3881,,44.0,,3804,,33,,153.0,154952.0,538645.0,287670.0,2021-05-04 01:36:00+00:00
Comoros,3845,,146.0,,3675,,24,,165.0,,,885020.0,2021-05-04 01:36:00+00:00
Guinea-Bissau,3736,,67.0,,3327,,342,9.0,33.0,63774.0,31781.0,2006684.0,2021-05-04 01:36:00+00:00
Eritrea,3673,,12.0,,3496,,165,,3.0,23693.0,6605.0,3587392.0,2021-05-04 01:36:00+00:00
Vietnam,2981,,35.0,,2560,,386,,0.4,2598753.0,26499.0,98070900.0,2021-05-04 01:36:00+00:00
Liechtenstein,2946,,57.0,,2818,,71,7.0,1491.0,39109.0,1023260.0,38220.0,2021-05-04 01:36:00+00:00
New Zealand,2623,1.0,26.0,,2573,2.0,24,,5.0,2031925.0,406214.0,5002100.0,2021-05-04 01:36:00+00:00
Timor-Leste,2524,,4.0,,1265,,1255,,3.0,68962.0,51489.0,1339366.0,2021-05-04 01:36:00+00:00
Monaco,2465,,32.0,,2380,,53,1.0,811.0,51953.0,1316099.0,39475.0,2021-05-04 01:36:00+00:00
Bermuda,2393,,28.0,,1820,,545,28.0,451.0,239584.0,3858968.0,62085.0,2021-05-04 01:36:00+00:00
Turks and Caicos,2393,,17.0,,2343,,33,2.0,434.0,57655.0,1472519.0,39154.0,2021-05-04 01:36:00+00:00
Sao Tome and Principe,2310,,35.0,,2244,,31,,157.0,12999.0,58409.0,222550.0,2021-05-04 01:36:00+00:00
Sint Maarten,2240,,27.0,,2189,,24,1.0,624.0,26359.0,608992.0,43283.0,2021-05-04 01:36:00+00:00
Liberia,2110,,85.0,,1952,,73,2.0,16.0,96871.0,18786.0,5156548.0,2021-05-04 01:36:00+00:00
St. Vincent Grenadines,1882,,11.0,,1731,,140,2.0,99.0,45375.0,407920.0,111235.0,2021-05-04 01:36:00+00:00
Saint Martin,1745,,12.0,,1399,,334,7.0,306.0,27588.0,703488.0,39216.0,2021-05-04 01:36:00+00:00
Isle of Man,1590,,29.0,,1548,,13,1.0,340.0,44761.0,524072.0,85410.0,2021-05-04 01:36:00+00:00
Caribbean Netherlands,1560,,16.0,,1532,,12,,605.0,10040.0,379914.0,26427.0,2021-05-04 01:36:00+00:00
Antigua and Barbuda,1232,,32.0,,1014,,186,1.0,325.0,16700.0,169359.0,98607.0,2021-05-04 01:36:00+00:00
Mauritius,1211,,17.0,,1108,,86,,13.0,358675.0,281637.0,1273537.0,2021-05-04 01:36:00+00:00
Taiwan,1145,,12.0,,1058,,75,,0.5,539626.0,22623.0,23852904.0,2021-05-04 01:36:00+00:00
Bhutan,1119,,1.0,,999,,119,,1.0,714568.0,917634.0,778707.0,2021-05-04 01:36:00+00:00
St. Barth,974,,1.0,,462,,511,,101.0,26385.0,2664613.0,9902.0,2021-05-04 01:36:00+00:00
Laos,966,,,,60,,906,,,179135.0,24327.0,7363666.0,2021-05-04 01:36:00+00:00
Diamond Princess,712,,13.0,,699,,0,,,,,,2021-05-04 01:36:00+00:00
Faeroe Islands,664,,1.0,,662,,1,,20.0,253709.0,5175833.0,49018.0,2021-05-04 01:36:00+00:00
Cayman Islands,543,,2.0,,526,,15,,30.0,90031.0,1356563.0,66367.0,2021-05-04 01:36:00+00:00
Tanzania,509,,21.0,,183,,305,7.0,0.3,,,61146553.0,2021-05-04 01:36:00+00:00
Wallis and Futuna,444,,7.0,,44,,393,1.0,632.0,15256.0,1377766.0,11073.0,2021-05-04 01:36:00+00:00
Brunei,227,,3.0,,218,,6,,7.0,121153.0,274735.0,440981.0,2021-05-04 01:36:00+00:00
British Virgin Islands,216,,1.0,,191,,24,,33.0,39777.0,1308497.0,30399.0,2021-05-04 01:36:00+00:00
Dominica,174,,,,172,,2,,,14936.0,207053.0,72136.0,2021-05-04 01:36:00+00:00
Grenada,160,,1.0,,158,,1,,9.0,26331.0,233100.0,112960.0,2021-05-04 01:36:00+00:00
New Caledonia,124,,,,58,,66,,,30081.0,104523.0,287792.0,2021-05-04 01:36:00+00:00
Fiji,121,,2.0,,68,,51,,2.0,54988.0,60970.0,901880.0,2021-05-04 01:36:00+00:00
Anguilla,95,,,,29,,66,,,20821.0,1377506.0,15115.0,2021-05-04 01:36:00+00:00
Falkland Islands,63,,,,62,,1,,,7202.0,2020763.0,3564.0,2021-05-04 01:36:00+00:00
Macao,49,,,,49,,0,,,4483.0,6826.0,656724.0,2021-05-04 01:36:00+00:00
Saint Kitts and Nevis,45,,,,44,,1,,,13691.0,255840.0,53514.0,2021-05-04 01:36:00+00:00
Greenland,31,,,,31,,0,,,20669.0,363552.0,56853.0,2021-05-04 01:36:00+00:00
Vatican City,27,,,,15,,12,,,,,803.0,2021-05-04 01:36:00+00:00
Saint Pierre Miquelon,25,,,,25,,0,,,5318.0,921664.0,5770.0,2021-05-04 01:36:00+00:00
Montserrat,20,,1.0,,19,,0,,200.0,1313.0,262863.0,4995.0,2021-05-04 01:36:00+00:00
Solomon Islands,20,,,,20,,0,,,4500.0,6420.0,700888.0,2021-05-04 01:36:00+00:00
Western Sahara,10,,1.0,,8,,1,,2.0,,,609548.0,2021-05-04 01:36:00+00:00
MS Zaandam,9,,2.0,,7,,0,,,,,,2021-05-04 01:36:00+00:00
Vanuatu,4,,1.0,,3,,0,,3.0,23000.0,73455.0,313115.0,2021-05-04 01:36:00+00:00
Marshall Islands,4,,,,4,,0,,,,,59524.0,2021-05-04 01:36:00+00:00
Samoa,3,,,,2,,1,,,,,199517.0,2021-05-04 01:36:00+00:00
Saint Helena,2,,,,2,,0,,,,,6092.0,2021-05-04 01:36:00+00:00
Micronesia,1,,,,1,,0,,,,,116031.0,2021-05-04 01:36:00+00:00
