Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Japan,651702,11064.0,568558,72080,1189.0,88.0,12700938.0,100687.0,126143068.0,11658,188.0,9005,2465,2021-05-12 23:14:00+00:00
Austria,633960,10428.0,609666,13866,344.0,1152.0,35383018.0,3909495.0,9050535.0,2064,36.0,4225,-2197,2021-05-12 23:14:00+00:00
UAE,540646,1619.0,520882,18145,,162.0,46401225.0,4643454.0,9992825.0,3122,4.0,3077,41,2021-05-12 23:14:00+00:00
Lebanon,534388,7549.0,490305,36534,352.0,1110.0,4151385.0,610577.0,6799116.0,1247,42.0,3179,-1974,2021-05-12 23:14:00+00:00
Morocco,514432,9088.0,501692,3652,108.0,244.0,6348840.0,170276.0,37285573.0,510,11.0,546,-47,2021-05-12 23:14:00+00:00
Malaysia,453222,1761.0,411360,40101,469.0,54.0,10257115.0,313469.0,32721343.0,8738,61.0,5972,2705,2021-05-12 23:14:00+00:00
Saudi Arabia,429389,7111.0,413010,9268,1352.0,202.0,17740919.0,502889.0,35278014.0,2019,26.0,2194,-201,2021-05-12 23:14:00+00:00
Nepal,422349,4252.0,316463,101634,,144.0,2693088.0,91029.0,29585051.0,18555,393.0,9669,8493,2021-05-12 23:14:00+00:00
Bulgaria,412814,17150.0,357149,38515,526.0,2484.0,2631255.0,381156.0,6903351.0,1534,105.0,5752,-4323,2021-05-12 23:14:00+00:00
Ecuador,404632,19349.0,342878,42405,607.0,1083.0,1350957.0,75589.0,17872435.0,2572,107.0,0,2465,2021-05-12 23:14:00+00:00
Slovakia,386540,12096.0,369103,5341,242.0,2215.0,2740888.0,501818.0,5461917.0,754,45.0,1144,-435,2021-05-12 23:14:00+00:00
Belarus,371405,2661.0,362112,6632,,282.0,6028936.0,638209.0,9446649.0,1638,19.0,1857,-238,2021-05-12 23:14:00+00:00
Greece,369554,11211.0,331819,26524,707.0,1080.0,8645362.0,832951.0,10379193.0,5650,122.0,8361,-2833,2021-05-12 23:14:00+00:00
Panama,368368,6282.0,357714,4372,105.0,1437.0,2477351.0,566522.0,4372910.0,460,5.0,361,94,2021-05-12 23:14:00+00:00
Kazakhstan,348308,3964.0,304673,39671,221.0,209.0,10535853.0,555418.0,18969219.0,1811,16.0,2816,-1021,2021-05-12 23:14:00+00:00
Croatia,347094,7589.0,331388,8117,215.0,1858.0,1898906.0,465025.0,4083449.0,2347,86.0,2395,-134,2021-05-12 23:14:00+00:00
Azerbaijan,328159,4726.0,309771,13662,,463.0,3353167.0,328176.0,10217588.0,1072,28.0,2760,-1716,2021-05-12 23:14:00+00:00
Georgia,325665,4363.0,304935,16367,,1096.0,4441181.0,1115153.0,3982576.0,3197,58.0,2507,632,2021-05-12 23:14:00+00:00
Tunisia,324103,11637.0,283270,29196,446.0,976.0,1376013.0,115392.0,11924673.0,2266,169.0,3636,-1539,2021-05-12 23:14:00+00:00
Bolivia,322578,13308.0,265017,44253,158.0,1127.0,1266913.0,107280.0,11809425.0,3968,80.0,3465,423,2021-05-12 23:14:00+00:00
Paraguay,304889,7358.0,252425,45106,599.0,1021.0,1170023.0,162331.0,7207627.0,5205,149.0,3838,1218,2021-05-12 23:14:00+00:00
Palestine,303270,3401.0,288891,10978,78.0,654.0,1784690.0,343035.0,5202653.0,1021,23.0,1685,-687,2021-05-12 23:14:00+00:00
Kuwait,288184,1669.0,273289,13226,197.0,386.0,2429889.0,561869.0,4324653.0,2138,17.0,2406,-285,2021-05-12 23:14:00+00:00
Costa Rica,276887,3482.0,217684,55721,487.0,678.0,1064094.0,207263.0,5134028.0,5409,52.0,2896,2461,2021-05-12 23:14:00+00:00
Dominican Republic,273497,3554.0,232381,37562,242.0,325.0,1456859.0,133153.0,10941214.0,1389,14.0,418,957,2021-05-12 23:14:00+00:00
Ethiopia,264367,3938.0,214808,45621,659.0,34.0,2634674.0,22443.0,117393244.0,1247,41.0,3315,-2109,2021-05-12 23:14:00+00:00
Denmark,262159,2499.0,247855,11805,29.0,430.0,44483648.0,7656746.0,5809733.0,2171,2.0,1686,483,2021-05-12 23:14:00+00:00
Lithuania,261128,4059.0,235265,21804,166.0,1509.0,3027000.0,1125493.0,2689489.0,2505,14.0,3046,-555,2021-05-12 23:14:00+00:00
Ireland,254013,4937.0,236401,12675,34.0,990.0,4709664.0,944753.0,4985076.0,824,16.0,679,129,2021-05-12 23:14:00+00:00
Moldova,253173,5981.0,244073,3119,171.0,1486.0,1029440.0,255705.0,4025892.0,375,23.0,342,10,2021-05-12 23:14:00+00:00
Slovenia,247449,4304.0,234189,8956,128.0,2070.0,1215496.0,584602.0,2079184.0,1218,5.0,1206,7,2021-05-12 23:14:00+00:00
Egypt,239740,14033.0,178241,47466,90.0,135.0,2715258.0,26112.0,103984787.0,1180,61.0,801,318,2021-05-12 23:14:00+00:00
Guatemala,237682,7815.0,217219,12648,5.0,429.0,1322009.0,72642.0,18198980.0,2378,79.0,2618,-319,2021-05-12 23:14:00+00:00
Uruguay,228102,3252.0,198922,25928,512.0,933.0,1949677.0,559596.0,3484077.0,5232,81.0,3958,1193,2021-05-12 23:14:00+00:00
Honduras,222118,5789.0,81973,134356,535.0,577.0,660435.0,65784.0,10039448.0,1130,88.0,334,708,2021-05-12 23:14:00+00:00
Armenia,219950,4272.0,206078,9600,,1439.0,1023251.0,344761.0,2968005.0,597,23.0,878,-304,2021-05-12 23:14:00+00:00
Qatar,212124,519.0,204408,7197,231.0,185.0,1957978.0,697334.0,2807805.0,735,7.0,1856,-1128,2021-05-12 23:14:00+00:00
Venezuela,210116,2320.0,193089,14707,316.0,82.0,3359014.0,118415.0,28366567.0,954,16.0,1014,-76,2021-05-12 23:14:00+00:00
Oman,202713,2148.0,186391,14174,255.0,412.0,1550000.0,297082.0,5217409.0,576,10.0,784,-218,2021-05-12 23:14:00+00:00
Bosnia and Herzegovina,201796,8943.0,167704,25149,,2741.0,934460.0,286360.0,3263232.0,579,81.0,1657,-1159,2021-05-12 23:14:00+00:00
Bahrain,192750,697.0,177212,14841,142.0,398.0,4273842.0,2439616.0,1751850.0,1732,6.0,874,852,2021-05-12 23:14:00+00:00
Libya,180692,3077.0,167043,10572,,443.0,978899.0,140822.0,6951337.0,466,5.0,363,98,2021-05-12 23:14:00+00:00
Nigeria,165515,2065.0,156358,7092,11.0,10.0,1939165.0,9212.0,210498783.0,47,0.0,40,7,2021-05-12 23:14:00+00:00
Kenya,164386,2950.0,113124,48312,119.0,54.0,1729345.0,31567.0,54782893.0,766,43.0,826,-103,2021-05-12 23:14:00+00:00
North Macedonia,154372,5151.0,139266,9955,124.0,2473.0,745471.0,357832.0,2083300.0,321,42.0,896,-617,2021-05-12 23:14:00+00:00
Myanmar,142997,3211.0,132064,7722,,59.0,2595359.0,47427.0,54722988.0,34,1.0,19,14,2021-05-12 23:14:00+00:00
Sri Lanka,133527,850.0,107657,25020,,40.0,2951123.0,137323.0,21490399.0,4997,23.0,2046,2928,2021-05-12 23:14:00+00:00
Albania,131845,2423.0,120072,9350,18.0,843.0,663580.0,230803.0,2875093.0,92,7.0,2031,-1946,2021-05-12 23:14:00+00:00
S. Korea,128918,1884.0,119373,7661,167.0,37.0,9201539.0,179342.0,51307137.0,635,5.0,656,-26,2021-05-12 23:14:00+00:00
Estonia,126064,1210.0,117108,7746,37.0,912.0,1341932.0,1011022.0,1327302.0,727,6.0,1084,-363,2021-05-12 23:14:00+00:00
Latvia,125689,2223.0,114981,8485,81.0,1190.0,2438786.0,1305417.0,1868204.0,1388,10.0,1767,-389,2021-05-12 23:14:00+00:00
Algeria,124682,3350.0,86857,34475,28.0,75.0,230861.0,5185.0,44528314.0,394,15.0,303,76,2021-05-12 23:14:00+00:00
Cuba,119375,768.0,112461,6146,135.0,68.0,3900479.0,344545.0,11320667.0,2278,27.0,2149,102,2021-05-12 23:14:00+00:00
Norway,117995,774.0,88952,28269,22.0,142.0,5423294.0,993709.0,5457626.0,973,7.0,0,966,2021-05-12 23:14:00+00:00
Kyrgyzstan,99316,1675.0,92409,5232,85.0,253.0,1037894.0,156869.0,6616312.0,662,15.0,593,54,2021-05-12 23:14:00+00:00
Montenegro,98546,1548.0,95368,1630,64.0,2464.0,389412.0,619951.0,628134.0,181,4.0,298,-121,2021-05-12 23:14:00+00:00
Uzbekistan,95467,666.0,90976,3825,23.0,20.0,1377915.0,40665.0,33884609.0,708,4.0,684,20,2021-05-12 23:14:00+00:00
Ghana,93011,783.0,90697,1531,7.0,25.0,1108763.0,35057.0,31627141.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Zambia,92211,1259.0,90574,378,42.0,67.0,1453013.0,77195.0,18822708.0,99,2.0,73,24,2021-05-12 23:14:00+00:00
China,90799,4636.0,85861,302,,3.0,160000000.0,111163.0,1439323776.0,16,0.0,16,0,2021-05-12 23:14:00+00:00
Finland,89270,930.0,46000,42340,24.0,168.0,4699800.0,847097.0,5548122.0,404,8.0,0,396,2021-05-12 23:14:00+00:00
Thailand,88907,486.0,59043,29378,1207.0,7.0,8124896.0,116152.0,69950556.0,1983,34.0,2006,-57,2021-05-12 23:14:00+00:00
Cameroon,74946,1152.0,70497,3297,385.0,42.0,1518411.0,56010.0,27109628.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
El Salvador,70380,2168.0,65921,2291,28.0,333.0,936793.0,143805.0,6514320.0,0,10.0,0,-10,2021-05-12 23:14:00+00:00
Mozambique,70287,826.0,68047,1414,24.0,26.0,530868.0,16589.0,32001663.0,4,1.0,248,-245,2021-05-12 23:14:00+00:00
Cyprus,70098,339.0,39061,30698,57.0,279.0,5511355.0,4536453.0,1214904.0,390,2.0,0,388,2021-05-12 23:14:00+00:00
Luxembourg,68748,806.0,65513,2429,30.0,1270.0,2748184.0,4329935.0,634694.0,317,2.0,53,262,2021-05-12 23:14:00+00:00
Afghanistan,62942,2721.0,54534,5687,1124.0,69.0,426560.0,10751.0,39676986.0,539,11.0,152,376,2021-05-12 23:14:00+00:00
Singapore,61419,31.0,61006,382,3.0,5.0,10441802.0,1772852.0,5889834.0,41,0.0,53,-12,2021-05-12 23:14:00+00:00
Namibia,50515,702.0,47698,2115,54.0,272.0,404532.0,156779.0,2580262.0,306,11.0,314,-19,2021-05-12 23:14:00+00:00
Botswana,49041,751.0,46290,2000,1.0,314.0,1086267.0,454086.0,2392207.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Jamaica,46922,820.0,22636,23466,14.0,276.0,348636.0,117296.0,2972273.0,140,11.0,241,-112,2021-05-12 23:14:00+00:00
Ivory Coast,46484,292.0,45910,282,,11.0,608960.0,22608.0,26935594.0,41,1.0,36,4,2021-05-12 23:14:00+00:00
Mongolia,46448,184.0,35733,10531,110.0,55.0,2800505.0,842643.0,3323476.0,512,5.0,1503,-996,2021-05-12 23:14:00+00:00
Uganda,42427,346.0,41971,110,24.0,7.0,1044170.0,22230.0,46970372.0,43,0.0,0,43,2021-05-12 23:14:00+00:00
Senegal,40762,1121.0,39460,181,12.0,65.0,493457.0,28823.0,17120176.0,48,1.0,50,-3,2021-05-12 23:14:00+00:00
Madagascar,39510,738.0,36881,1891,301.0,26.0,193431.0,6835.0,28298188.0,348,9.0,626,-287,2021-05-12 23:14:00+00:00
Maldives,38520,87.0,26795,11638,90.0,159.0,773298.0,1409358.0,548688.0,1501,0.0,248,1253,2021-05-12 23:14:00+00:00
Zimbabwe,38448,1579.0,36221,648,12.0,105.0,436994.0,29040.0,15048213.0,15,3.0,13,-1,2021-05-12 23:14:00+00:00
Sudan,34272,2446.0,27949,3877,,55.0,232965.0,5209.0,44723245.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Malawi,34183,1153.0,32170,860,11.0,59.0,236897.0,12117.0,19551547.0,3,0.0,6,-3,2021-05-12 23:14:00+00:00
Malta,30469,417.0,29860,192,,942.0,889079.0,2008973.0,442554.0,11,0.0,32,-21,2021-05-12 23:14:00+00:00
DRC,30429,775.0,26541,3113,,8.0,154866.0,1686.0,91879676.0,79,3.0,107,-31,2021-05-12 23:14:00+00:00
Australia,29946,910.0,28815,221,1.0,35.0,17346790.0,673570.0,25753517.0,10,0.0,57,-47,2021-05-12 23:14:00+00:00
Angola,29146,639.0,25145,3362,20.0,19.0,527590.0,15639.0,33736498.0,271,3.0,373,-105,2021-05-12 23:14:00+00:00
Cabo Verde,26709,236.0,23692,2781,23.0,421.0,156769.0,279363.0,561165.0,131,1.0,290,-160,2021-05-12 23:14:00+00:00
Rwanda,25773,340.0,24333,1100,,26.0,1350982.0,102145.0,13226156.0,59,2.0,178,-121,2021-05-12 23:14:00+00:00
Gabon,23565,143.0,20051,3371,19.0,63.0,754964.0,332501.0,2270563.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Syria,23543,1676.0,19610,2257,,94.0,103566.0,5798.0,17863450.0,104,12.0,586,-494,2021-05-12 23:14:00+00:00
Guinea,22719,151.0,20341,2227,24.0,11.0,444435.0,33077.0,13436461.0,86,1.0,110,-25,2021-05-12 23:14:00+00:00
Réunion,22644,169.0,21603,872,36.0,188.0,102720.0,114032.0,900797.0,1043,19.0,1755,-731,2021-05-12 23:14:00+00:00
French Guiana,20877,106.0,9995,10776,25.0,347.0,229935.0,753181.0,305285.0,233,0.0,0,233,2021-05-12 23:14:00+00:00
Cambodia,20695,136.0,8539,12020,,8.0,1018022.0,60177.0,16917166.0,472,5.0,369,98,2021-05-12 23:14:00+00:00
Mayotte,20134,170.0,2964,17000,4.0,611.0,174251.0,625827.0,278433.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
French Polynesia,18797,141.0,18617,39,1.0,499.0,26355.0,93357.0,282303.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Mauritania,18691,456.0,17918,317,14.0,96.0,244473.0,51426.0,4753876.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Eswatini,18492,671.0,17784,37,3.0,573.0,195230.0,166797.0,1170466.0,10,0.0,0,10,2021-05-12 23:14:00+00:00
Guadeloupe,16017,221.0,2242,13554,33.0,552.0,195404.0,488287.0,400183.0,657,11.0,0,646,2021-05-12 23:14:00+00:00
Guyana,14659,331.0,12551,1777,14.0,419.0,132331.0,167547.0,789813.0,217,4.0,284,-71,2021-05-12 23:14:00+00:00
Somalia,14486,753.0,6325,7408,,46.0,120132.0,7383.0,16271101.0,71,6.0,134,-69,2021-05-12 23:14:00+00:00
Mali,14149,507.0,9113,4529,,24.0,280272.0,13509.0,20747749.0,34,5.0,74,-45,2021-05-12 23:14:00+00:00
Trinidad and Tobago,13802,224.0,9500,4078,71.0,160.0,147470.0,105082.0,1403383.0,348,9.0,119,220,2021-05-12 23:14:00+00:00
Andorra,13470,127.0,13104,239,12.0,1641.0,193595.0,2502165.0,77371.0,41,0.0,83,-42,2021-05-12 23:14:00+00:00
Burkina Faso,13384,164.0,13180,40,,8.0,182551.0,8534.0,21391839.0,2,2.0,16,-16,2021-05-12 23:14:00+00:00
Tajikistan,13308,90.0,13218,0,,9.0,,,9720578.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Haiti,13227,266.0,12304,657,,23.0,60085.0,5215.0,11521665.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Togo,13196,125.0,11776,1295,,15.0,319459.0,37831.0,8444354.0,29,0.0,82,-53,2021-05-12 23:14:00+00:00
Papua New Guinea,12997,130.0,10915,1952,,14.0,104674.0,11513.0,9091937.0,911,9.0,316,586,2021-05-12 23:14:00+00:00
Belize,12704,323.0,12307,74,1.0,800.0,122702.0,303867.0,403802.0,4,0.0,4,0,2021-05-12 23:14:00+00:00
Curaçao,12236,117.0,12006,113,22.0,711.0,101728.0,617769.0,164670.0,0,1.0,34,-35,2021-05-12 23:14:00+00:00
Hong Kong,11815,210.0,11505,100,3.0,28.0,14841321.0,1965951.0,7549182.0,3,0.0,9,-6,2021-05-12 23:14:00+00:00
Martinique,11736,90.0,98,11548,24.0,240.0,170302.0,454121.0,375015.0,178,7.0,0,171,2021-05-12 23:14:00+00:00
Djibouti,11389,151.0,11221,17,,151.0,152966.0,152920.0,1000304.0,34,2.0,89,-57,2021-05-12 23:14:00+00:00
Congo,11343,148.0,8208,2987,,26.0,141948.0,25195.0,5633978.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Suriname,11306,220.0,9907,1179,25.0,372.0,53811.0,91029.0,591142.0,93,2.0,76,15,2021-05-12 23:14:00+00:00
Bahamas,10908,214.0,9854,840,5.0,540.0,90693.0,228753.0,396467.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Aruba,10814,104.0,10613,97,14.0,971.0,155523.0,1451370.0,107156.0,33,2.0,26,5,2021-05-12 23:14:00+00:00
Lesotho,10774,319.0,6427,4028,,148.0,85504.0,39643.0,2156825.0,1,0.0,0,1,2021-05-12 23:14:00+00:00
South Sudan,10641,115.0,10462,64,,10.0,156542.0,13846.0,11306223.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Seychelles,8172,28.0,5658,2486,,283.0,21504.0,217498.0,98870.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Benin,7995,101.0,7652,242,35.0,8.0,595112.0,48016.0,12393984.0,111,1.0,0,110,2021-05-12 23:14:00+00:00
Equatorial Guinea,7694,112.0,7279,303,7.0,78.0,123169.0,85404.0,1442193.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Nicaragua,7086,184.0,4225,2677,,27.0,,,6692112.0,97,1.0,0,96,2021-05-12 23:14:00+00:00
CAR,6674,93.0,5112,1469,2.0,19.0,40907.0,8346.0,4901608.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Iceland,6526,29.0,6422,75,3.0,85.0,622370.0,1813723.0,343145.0,7,0.0,32,-25,2021-05-12 23:14:00+00:00
Yemen,6498,1277.0,3003,2218,23.0,42.0,34671.0,1141.0,30387003.0,13,2.0,2,9,2021-05-12 23:14:00+00:00
Gambia,5934,175.0,5648,111,3.0,71.0,76379.0,30866.0,2474524.0,5,0.0,50,-45,2021-05-12 23:14:00+00:00
Niger,5324,192.0,4929,203,2.0,8.0,101502.0,4068.0,24951059.0,2,0.0,25,-23,2021-05-12 23:14:00+00:00
San Marino,5083,90.0,4968,25,4.0,2648.0,63241.0,1860467.0,33992.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Chad,4891,172.0,4668,51,,10.0,116026.0,6895.0,16827427.0,9,1.0,11,-3,2021-05-12 23:14:00+00:00
Saint Lucia,4700,75.0,4473,152,1.0,407.0,42151.0,228649.0,184348.0,10,0.0,12,-2,2021-05-12 23:14:00+00:00
Gibraltar,4286,94.0,4189,3,,2791.0,240870.0,7151297.0,33682.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Burundi,4233,6.0,773,3454,,0.5,279132.0,22894.0,12192376.0,33,0.0,0,33,2021-05-12 23:14:00+00:00
Sierra Leone,4089,79.0,3093,917,,10.0,153257.0,18884.0,8115616.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Channel Islands,4057,86.0,3956,15,,491.0,454413.0,2593119.0,175238.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Barbados,3950,45.0,3870,35,,156.0,159886.0,555781.0,287678.0,4,0.0,9,-5,2021-05-12 23:14:00+00:00
Comoros,3860,146.0,3688,26,,165.0,,,885426.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Eritrea,3822,12.0,3639,171,,3.0,23693.0,6603.0,3588465.0,68,0.0,26,42,2021-05-12 23:14:00+00:00
Guinea-Bissau,3741,67.0,3400,274,9.0,33.0,64758.0,32255.0,2007704.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Timor-Leste,3626,5.0,1894,1727,,4.0,84361.0,62960.0,1339916.0,273,0.0,211,62,2021-05-12 23:14:00+00:00
Vietnam,3623,35.0,2636,952,,0.4,2958119.0,30157.0,98090024.0,134,0.0,18,116,2021-05-12 23:14:00+00:00
Liechtenstein,2978,58.0,2887,33,3.0,1517.0,39109.0,1023207.0,38222.0,4,0.0,8,-4,2021-05-12 23:14:00+00:00
New Zealand,2643,26.0,2591,26,,5.0,2059727.0,411772.0,5002100.0,-1,0.0,0,-1,2021-05-12 23:14:00+00:00
Monaco,2487,32.0,2427,28,1.0,811.0,51953.0,1315899.0,39481.0,6,0.0,7,-1,2021-05-12 23:14:00+00:00
Bermuda,2455,31.0,2182,242,14.0,499.0,250225.0,4030686.0,62080.0,4,0.0,12,-8,2021-05-12 23:14:00+00:00
Turks and Caicos,2404,17.0,2365,22,2.0,434.0,65926.0,1683246.0,39166.0,2,0.0,7,-5,2021-05-12 23:14:00+00:00
Sao Tome and Principe,2320,35.0,2270,15,,157.0,12999.0,58386.0,222639.0,2,0.0,8,-6,2021-05-12 23:14:00+00:00
Sint Maarten,2268,27.0,2208,33,2.0,624.0,26880.0,620886.0,43293.0,5,0.0,2,3,2021-05-12 23:14:00+00:00
Liberia,2114,85.0,1962,67,2.0,16.0,97875.0,18971.0,5159153.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
St. Vincent Grenadines,1926,12.0,1748,166,2.0,108.0,46562.0,418561.0,111243.0,4,0.0,7,-3,2021-05-12 23:14:00+00:00
Saint Martin,1773,12.0,1399,362,7.0,306.0,27588.0,703237.0,39230.0,0,0.0,0,0,2021-05-12 23:14:00+00:00
Isle of Man,1590,29.0,1552,9,1.0,339.0,44761.0,524011.0,85420.0,0,0.0,2,-2,2021-05-12 23:14:00+00:00
Caribbean Netherlands,1583,17.0,1548,18,,643.0,10040.0,379843.0,26432.0,1,0.0,3,-2,2021-05-12 23:14:00+00:00
Laos,1417,1.0,328,1088,,0.1,208030.0,28242.0,7365974.0,90,0.0,90,0,2021-05-12 23:14:00+00:00
Mauritius,1266,17.0,1128,121,,13.0,358675.0,281627.0,1273583.0,10,0.0,4,6,2021-05-12 23:14:00+00:00
