Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,LastUpdated
Mongolia,38470,1185.0,117.0,2.0,21707,1026.0,16646,119.0,35.0,2719337.0,818541.0,3322177.0,2021-05-03 01:01:00+00:00
Zimbabwe,38281,21.0,1570.0,2.0,35634,14.0,1077,12.0,104.0,418716.0,27835.0,15042890.0,2021-05-03 01:01:00+00:00
Madagascar,37630,334.0,666.0,12.0,32747,636.0,4217,332.0,24.0,185806.0,6570.0,28280626.0,2021-05-03 01:01:00+00:00
Malawi,34096,1.0,1148.0,,32069,5.0,879,12.0,59.0,233278.0,11939.0,19539351.0,2021-05-03 01:01:00+00:00
Sudan,33104,,2349.0,,26795,,3960,,53.0,232965.0,5212.0,44698003.0,2021-05-03 01:01:00+00:00
Maldives,30745,508.0,74.0,1.0,25068,134.0,5603,90.0,135.0,732650.0,1335846.0,548454.0,2021-05-03 01:01:00+00:00
Malta,30319,12.0,416.0,1.0,29642,20.0,261,,940.0,871099.0,1968474.0,442525.0,2021-05-03 01:01:00+00:00
DRC,29965,61.0,768.0,,26250,,2947,,8.0,149736.0,1631.0,91812419.0,2021-05-03 01:01:00+00:00
Australia,29826,14.0,910.0,,28655,38.0,261,1.0,35.0,16907151.0,656684.0,25746244.0,2021-05-03 01:01:00+00:00
Angola,26993,178.0,602.0,2.0,23913,,2478,27.0,18.0,500089.0,14834.0,33711240.0,2021-05-03 01:01:00+00:00
Rwanda,25253,28.0,337.0,2.0,23442,97.0,1474,1.0,25.0,1320731.0,99917.0,13218237.0,2021-05-03 01:01:00+00:00
Cabo Verde,24368,241.0,223.0,3.0,20899,188.0,3246,23.0,397.0,152873.0,272493.0,561017.0,2021-05-03 01:01:00+00:00
Gabon,23075,,139.0,,19629,,3307,19.0,61.0,731109.0,322178.0,2269268.0,2021-05-03 01:01:00+00:00
Syria,22898,80.0,1603.0,5.0,17171,179.0,4124,,90.0,103566.0,5801.0,17852965.0,2021-05-03 01:01:00+00:00
Guinea,22304,57.0,145.0,1.0,19776,91.0,2383,24.0,11.0,434198.0,32336.0,13427670.0,2021-05-03 01:01:00+00:00
R�union,20381,,148.0,,18659,,1574,36.0,164.0,101244.0,112413.0,900640.0,2021-05-03 01:01:00+00:00
Mayotte,20094,,170.0,,2964,,16960,3.0,611.0,171277.0,615507.0,278270.0,2021-05-03 01:01:00+00:00
French Guiana,19543,,101.0,,9995,,9447,20.0,331.0,216365.0,709175.0,305094.0,2021-05-03 01:01:00+00:00
French Polynesia,18758,,141.0,,18597,,20,3.0,500.0,26355.0,93370.0,282263.0,2021-05-03 01:01:00+00:00
Eswatini,18458,,671.0,,17748,,39,3.0,573.0,187111.0,159901.0,1170171.0,2021-05-03 01:01:00+00:00
Mauritania,18448,19.0,455.0,,17725,18.0,268,14.0,96.0,235531.0,49576.0,4750861.0,2021-05-03 01:01:00+00:00
Guadeloupe,14555,,198.0,,2242,,12115,18.0,495.0,180000.0,449796.0,400181.0,2021-05-03 01:01:00+00:00
Cambodia,14520,730.0,103.0,6.0,5369,169.0,9048,,6.0,914398.0,54070.0,16911475.0,2021-05-03 01:01:00+00:00
Somalia,13915,,713.0,,5847,,7355,,44.0,111801.0,6876.0,16260156.0,2021-05-03 01:01:00+00:00
Mali,13915,19.0,489.0,4.0,8733,48.0,4693,,24.0,256512.0,12372.0,20733348.0,2021-05-03 01:01:00+00:00
Guyana,13518,114.0,299.0,1.0,11383,84.0,1836,14.0,379.0,124340.0,157448.0,789720.0,2021-05-03 01:01:00+00:00
Burkina Faso,13319,,157.0,,13053,,109,,7.0,179998.0,8420.0,21377692.0,2021-05-03 01:01:00+00:00
Tajikistan,13308,,90.0,,13218,,0,,9.0,,,9715298.0,2021-05-03 01:01:00+00:00
Andorra,13282,50.0,127.0,2.0,12753,69.0,402,18.0,1642.0,193595.0,2502262.0,77368.0,2021-05-03 01:01:00+00:00
Haiti,13094,,254.0,,12148,,692,,22.0,60085.0,5217.0,11518248.0,2021-05-03 01:01:00+00:00
Togo,13010,18.0,123.0,,11269,20.0,1618,,15.0,312269.0,37001.0,8439570.0,2021-05-03 01:01:00+00:00
Belize,12668,,323.0,,12218,,127,1.0,800.0,117641.0,291462.0,403624.0,2021-05-03 01:01:00+00:00
Cura�ao,12210,3.0,111.0,1.0,11711,46.0,388,22.0,674.0,95915.0,582528.0,164653.0,2021-05-03 01:01:00+00:00
