Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Austria,624595,10291.0,593684,20620,459.0,1137.0,32895293.0,3635018.0,9049554.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Japan,607626,10420.0,534836,62370,1083.0,83.0,12053709.0,95550.0,126150440.0,4764,59.0,3767,938,2021-05-05 05:56:00+00:00
Lebanon,529205,7368.0,472133,49704,513.0,1084.0,4041816.0,594411.0,6799697.0,748,23.0,7473,-6748,2021-05-05 05:56:00+00:00
UAE,527266,1598.0,507706,17962,,160.0,44853814.0,4489629.0,9990540.0,1699,2.0,1686,11,2021-05-05 05:56:00+00:00
Morocco,512285,9038.0,499089,4158,159.0,242.0,6292326.0,168798.0,37277207.0,373,6.0,465,-98,2021-05-05 05:56:00+00:00
Saudi Arabia,421300,7006.0,404707,9587,1356.0,199.0,17166028.0,486736.0,35267638.0,999,14.0,1005,-20,2021-05-05 05:56:00+00:00
Malaysia,420632,1574.0,387542,31516,338.0,48.0,9658427.0,295244.0,32713413.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Bulgaria,406192,16609.0,342226,47357,637.0,2406.0,2541572.0,368112.0,6904346.0,367,61.0,1058,-752,2021-05-05 05:56:00+00:00
Ecuador,391242,18863.0,329582,42797,614.0,1056.0,1307198.0,73161.0,17867308.0,3196,98.0,0,3098,2021-05-05 05:56:00+00:00
Slovakia,383609,11855.0,364854,6900,306.0,2171.0,2683618.0,491337.0,5461866.0,381,48.0,594,-261,2021-05-05 05:56:00+00:00
Panama,365619,6248.0,355499,3872,105.0,1429.0,2421904.0,554007.0,4371610.0,320,4.0,312,4,2021-05-05 05:56:00+00:00
Belarus,362594,2582.0,353081,6931,,273.0,5902915.0,624865.0,9446708.0,697,10.0,617,70,2021-05-05 05:56:00+00:00
Nepal,351005,3417.0,287790,59798,,116.0,2537295.0,85792.0,29575016.0,7587,55.0,1775,5757,2021-05-05 05:56:00+00:00
Greece,349936,10668.0,315808,23460,783.0,1028.0,8210960.0,791024.0,10380162.0,1368,81.0,2622,-1335,2021-05-05 05:56:00+00:00
Croatia,336918,7264.0,318621,11033,259.0,1779.0,1836108.0,449593.0,4083931.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Kazakhstan,332369,3796.0,284371,44202,221.0,200.0,10405087.0,548649.0,18964925.0,2298,34.0,2663,-399,2021-05-05 05:56:00+00:00
Azerbaijan,322761,4597.0,296875,21289,,450.0,3279163.0,320988.0,10215842.0,963,17.0,2091,-1145,2021-05-05 05:56:00+00:00
Tunisia,314152,11016.0,266696,36440,529.0,924.0,1333567.0,111855.0,11922309.0,1405,101.0,1966,-662,2021-05-05 05:56:00+00:00
Georgia,313742,4183.0,295458,14101,,1050.0,4235464.0,1063460.0,3982721.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Bolivia,308984,13035.0,254683,41266,83.0,1104.0,1195045.0,101220.0,11806380.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Palestine,298921,3296.0,277673,17952,129.0,634.0,1754630.0,337404.0,5200378.0,718,13.0,1502,-797,2021-05-05 05:56:00+00:00
Paraguay,286667,6722.0,237276,42669,553.0,933.0,1121160.0,155588.0,7205952.0,2214,69.0,1902,243,2021-05-05 05:56:00+00:00
Kuwait,279085,1601.0,262582,14902,207.0,370.0,2360837.0,546055.0,4323445.0,1253,11.0,1213,29,2021-05-05 05:56:00+00:00
Dominican Republic,268070,3504.0,229368,35198,204.0,320.0,1413746.0,129237.0,10939135.0,389,5.0,908,-524,2021-05-05 05:56:00+00:00
Ethiopia,259354,3772.0,202679,52903,822.0,32.0,2593729.0,22105.0,117338616.0,541,15.0,1523,-997,2021-05-05 05:56:00+00:00
Costa Rica,257980,3310.0,206319,48351,408.0,645.0,1010785.0,196914.0,5133139.0,1304,20.0,852,432,2021-05-05 05:56:00+00:00
Denmark,254482,2491.0,242159,9832,43.0,429.0,39704750.0,6834636.0,5809344.0,809,1.0,880,-72,2021-05-05 05:56:00+00:00
Moldova,251504,5869.0,241553,4082,198.0,1458.0,998125.0,247915.0,4026070.0,126,19.0,337,-230,2021-05-05 05:56:00+00:00
Lithuania,251450,3976.0,226595,20879,202.0,1478.0,2859326.0,1062863.0,2690210.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Ireland,250672,4908.0,233240,12524,38.0,985.0,4559235.0,914770.0,4984022.0,382,2.0,451,-71,2021-05-05 05:56:00+00:00
Slovenia,242777,4273.0,228829,9675,143.0,2055.0,1186020.0,570427.0,2079178.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Egypt,231803,13591.0,173341,44871,90.0,131.0,2715258.0,26121.0,103947817.0,1090,60.0,567,463,2021-05-05 05:56:00+00:00
Guatemala,230095,7606.0,207862,14627,5.0,418.0,1275566.0,70114.0,18192633.0,1224,28.0,1645,-449,2021-05-05 05:56:00+00:00
Armenia,217407,4165.0,201107,12135,,1403.0,996955.0,335913.0,2967900.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Honduras,215833,5386.0,79350,131097,566.0,537.0,638283.0,63597.0,10036433.0,1358,19.0,57,1282,2021-05-05 05:56:00+00:00
Qatar,208232,483.0,195521,12228,308.0,172.0,1923392.0,685016.0,2807805.0,640,3.0,1422,-785,2021-05-05 05:56:00+00:00
Uruguay,206946,2861.0,179480,24605,546.0,821.0,1842851.0,528970.0,3483847.0,2826,65.0,2697,64,2021-05-05 05:56:00+00:00
Venezuela,201807,2208.0,184161,15438,317.0,78.0,3359014.0,118408.0,28368101.0,876,19.0,1404,-547,2021-05-05 05:56:00+00:00
Bosnia and Herzegovina,199463,8713.0,161369,29381,,2670.0,913433.0,279883.0,3263620.0,1002,162.0,2146,-1306,2021-05-05 05:56:00+00:00
Oman,197802,2062.0,179175,16565,287.0,395.0,1550000.0,297224.0,5214917.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Bahrain,181880,662.0,169852,11366,101.0,378.0,4155732.0,2373737.0,1750713.0,1418,5.0,987,426,2021-05-05 05:56:00+00:00
Libya,178672,3049.0,164663,10960,,439.0,966204.0,139031.0,6949549.0,337,2.0,467,-132,2021-05-05 05:56:00+00:00
Nigeria,165215,2063.0,155371,7781,11.0,10.0,1939165.0,9217.0,210400771.0,16,0.0,0,16,2021-05-05 05:56:00+00:00
Kenya,160904,2805.0,109217,48882,190.0,51.0,1688106.0,30827.0,54760187.0,345,24.0,140,181,2021-05-05 05:56:00+00:00
North Macedonia,152814,4992.0,134653,13169,124.0,2396.0,726409.0,348682.0,2083302.0,67,31.0,782,-746,2021-05-05 05:56:00+00:00
Myanmar,142858,3209.0,131997,7652,,59.0,2583157.0,47210.0,54716023.0,16,0.0,8,8,2021-05-05 05:56:00+00:00
Albania,131327,2402.0,112626,16299,18.0,835.0,641608.0,223156.0,2875153.0,51,3.0,834,-786,2021-05-05 05:56:00+00:00
S. Korea,124945,1847.0,114944,8154,173.0,36.0,8994069.0,175301.0,51306296.0,676,7.0,816,-147,2021-05-05 05:56:00+00:00
Estonia,123344,1177.0,113396,8771,53.0,887.0,1303545.0,982114.0,1327285.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Algeria,122999,3289.0,85693,34017,28.0,74.0,230861.0,5186.0,44513150.0,282,9.0,159,114,2021-05-05 05:56:00+00:00
Latvia,120378,2159.0,110153,8066,84.0,1155.0,2316750.0,1239832.0,1868600.0,0,0.0,673,-673,2021-05-05 05:56:00+00:00
Sri Lanka,115590,709.0,99153,15728,,33.0,2733805.0,127221.0,21488686.0,1914,0.0,944,970,2021-05-05 05:56:00+00:00
Norway,114436,757.0,88952,24727,32.0,139.0,5212177.0,955168.0,5456816.0,484,0.0,0,484,2021-05-05 05:56:00+00:00
Cuba,110644,686.0,104326,5632,115.0,61.0,3720729.0,328663.0,11320799.0,1019,11.0,1070,-62,2021-05-05 05:56:00+00:00
Montenegro,97813,1516.0,94216,2081,64.0,2414.0,379549.0,604249.0,628133.0,95,6.0,200,-111,2021-05-05 05:56:00+00:00
Kyrgyzstan,96561,1630.0,90146,4785,72.0,246.0,1004603.0,151885.0,6614251.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Ghana,92740,780.0,90376,1584,6.0,25.0,1108763.0,35071.0,31614711.0,57,1.0,52,4,2021-05-05 05:56:00+00:00
Uzbekistan,92724,655.0,88535,3534,23.0,19.0,1377915.0,40676.0,33875328.0,404,0.0,277,127,2021-05-05 05:56:00+00:00
Zambia,91804,1254.0,90166,384,36.0,67.0,1417259.0,75335.0,18812823.0,82,1.0,36,45,2021-05-05 05:56:00+00:00
China,90721,4636.0,85766,319,5.0,3.0,160000000.0,111163.0,1439323776.0,7,0.0,13,-6,2021-05-05 05:56:00+00:00
Finland,87529,916.0,46000,40613,29.0,165.0,4534308.0,817293.0,5547958.0,0,1.0,0,-1,2021-05-05 05:56:00+00:00
Thailand,74900,318.0,44360,30222,981.0,5.0,8124896.0,116158.0,69947216.0,2112,15.0,1886,211,2021-05-05 05:56:00+00:00
Cameroon,72250,1107.0,67625,3518,385.0,41.0,1257949.0,46424.0,27096952.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Mozambique,70031,817.0,67342,1872,38.0,26.0,522290.0,16329.0,31984850.0,31,2.0,17,12,2021-05-05 05:56:00+00:00
El Salvador,69727,2137.0,65264,2326,31.0,328.0,924481.0,141929.0,6513696.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Luxembourg,67642,800.0,64260,2582,34.0,1261.0,2682666.0,4228007.0,634499.0,147,0.0,166,-19,2021-05-05 05:56:00+00:00
Cyprus,67420,326.0,39061,28033,65.0,268.0,5025326.0,4136970.0,1214736.0,509,5.0,0,504,2021-05-05 05:56:00+00:00
Singapore,61252,31.0,60823,398,2.0,5.0,9906797.0,1682267.0,5888955.0,0,0.0,17,-17,2021-05-05 05:56:00+00:00
Afghanistan,60797,2654.0,53694,4449,1124.0,67.0,410805.0,10358.0,39660178.0,509,12.0,303,194,2021-05-05 05:56:00+00:00
Namibia,48654,643.0,46238,1773,37.0,249.0,388574.0,150646.0,2579381.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Botswana,47851,724.0,45645,1482,1.0,303.0,1036708.0,433534.0,2391298.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Ivory Coast,46173,291.0,45694,188,,11.0,594288.0,22074.0,26923064.0,19,4.0,32,-17,2021-05-05 05:56:00+00:00
Jamaica,46087,793.0,21646,23648,26.0,267.0,336394.0,113187.0,2972026.0,48,3.0,159,-114,2021-05-05 05:56:00+00:00
Uganda,42032,342.0,41652,38,24.0,7.0,1024133.0,21817.0,46942610.0,59,0.0,54,5,2021-05-05 05:56:00+00:00
Mongolia,41524,130.0,25641,15753,123.0,39.0,2745094.0,826222.0,3322466.0,1128,4.0,1308,-184,2021-05-05 05:56:00+00:00
Senegal,40492,1111.0,39214,167,13.0,65.0,484716.0,28327.0,17111708.0,28,0.0,22,6,2021-05-05 05:56:00+00:00
Zimbabwe,38327,1574.0,35775,978,12.0,105.0,422127.0,28059.0,15044073.0,34,1.0,128,-95,2021-05-05 05:56:00+00:00
Madagascar,37989,682.0,33568,3739,308.0,24.0,187331.0,6623.0,28284528.0,238,5.0,422,-189,2021-05-05 05:56:00+00:00
Malawi,34123,1149.0,32123,851,8.0,59.0,233935.0,11971.0,19542061.0,24,1.0,54,-31,2021-05-05 05:56:00+00:00
Sudan,33648,2365.0,27247,4036,,53.0,232965.0,5211.0,44703612.0,544,16.0,452,76,2021-05-05 05:56:00+00:00
Maldives,31931,74.0,25340,6517,90.0,135.0,741457.0,1351776.0,548506.0,601,0.0,126,475,2021-05-05 05:56:00+00:00
Malta,30381,416.0,29677,288,,940.0,874285.0,1975647.0,442531.0,27,0.0,19,8,2021-05-05 05:56:00+00:00
DRC,30071,770.0,26282,3019,,8.0,150462.0,1639.0,91827365.0,67,2.0,32,33,2021-05-05 05:56:00+00:00
Australia,29862,910.0,28695,257,1.0,35.0,17014742.0,660822.0,25747860.0,12,0.0,40,-28,2021-05-05 05:56:00+00:00
Angola,27284,609.0,24190,2485,32.0,18.0,504354.0,14959.0,33716853.0,151,6.0,0,145,2021-05-05 05:56:00+00:00
Rwanda,25351,337.0,23523,1491,1.0,25.0,1326706.0,100356.0,13219997.0,40,0.0,10,30,2021-05-05 05:56:00+00:00
Cabo Verde,24742,228.0,21469,3045,23.0,406.0,154030.0,274539.0,561050.0,194,2.0,220,-28,2021-05-05 05:56:00+00:00
Gabon,23201,140.0,19740,3321,22.0,62.0,736002.0,324294.0,2269555.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Syria,23051,1617.0,17529,3905,,91.0,103566.0,5800.0,17855295.0,74,7.0,190,-123,2021-05-05 05:56:00+00:00
Guinea,22368,146.0,19892,2330,24.0,11.0,435646.0,32439.0,13429623.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Réunion,21601,150.0,19848,1603,36.0,167.0,102720.0,114048.0,900675.0,1220,2.0,1189,29,2021-05-05 05:56:00+00:00
Mayotte,20094,170.0,2964,16960,3.0,611.0,171277.0,615427.0,278306.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
French Guiana,19882,104.0,9995,9783,16.0,341.0,220284.0,721921.0,305136.0,185,0.0,0,185,2021-05-05 05:56:00+00:00
French Polynesia,18771,141.0,18606,24,2.0,500.0,26355.0,93367.0,282272.0,6,0.0,4,2,2021-05-05 05:56:00+00:00
Mauritania,18503,455.0,17768,280,14.0,96.0,237644.0,50014.0,4751531.0,27,0.0,24,3,2021-05-05 05:56:00+00:00
Eswatini,18461,671.0,17763,27,3.0,573.0,188695.0,161245.0,1170236.0,1,0.0,5,-4,2021-05-05 05:56:00+00:00
Cambodia,16971,110.0,6019,10842,,7.0,944275.0,55832.0,16912740.0,672,3.0,228,441,2021-05-05 05:56:00+00:00
Guadeloupe,14555,198.0,2242,12115,18.0,495.0,180000.0,449795.0,400182.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Somalia,14121,721.0,6009,7391,,44.0,115330.0,7092.0,16262588.0,206,8.0,162,36,2021-05-05 05:56:00+00:00
Mali,13969,492.0,8808,4669,,24.0,257736.0,12429.0,20736548.0,32,1.0,49,-18,2021-05-05 05:56:00+00:00
Guyana,13656,306.0,11596,1754,17.0,387.0,125711.0,159180.0,789740.0,92,3.0,149,-60,2021-05-05 05:56:00+00:00
Burkina Faso,13339,161.0,13081,97,,8.0,180758.0,8454.0,21380835.0,15,4.0,14,-3,2021-05-05 05:56:00+00:00
Andorra,13316,127.0,12818,371,18.0,1641.0,193595.0,2502230.0,77369.0,21,0.0,25,-4,2021-05-05 05:56:00+00:00
Tajikistan,13308,90.0,13218,0,,9.0,,,9716471.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Haiti,13149,260.0,12151,738,,23.0,60085.0,5216.0,11519007.0,14,3.0,0,11,2021-05-05 05:56:00+00:00
Togo,13037,123.0,11306,1608,,15.0,313400.0,37130.0,8440633.0,20,0.0,25,-5,2021-05-05 05:56:00+00:00
Belize,12675,323.0,12254,98,1.0,800.0,119467.0,295957.0,403664.0,1,0.0,15,-14,2021-05-05 05:56:00+00:00
Curaçao,12217,111.0,11816,290,22.0,674.0,96833.0,588089.0,164657.0,4,0.0,32,-28,2021-05-05 05:56:00+00:00
Hong Kong,11791,210.0,11451,130,3.0,28.0,11193673.0,1482995.0,7548020.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Trinidad and Tobago,11706,185.0,8832,2689,8.0,132.0,137081.0,97685.0,1403297.0,235,6.0,99,130,2021-05-05 05:56:00+00:00
Martinique,11558,83.0,98,11377,24.0,221.0,163838.0,436878.0,375020.0,305,8.0,0,297,2021-05-05 05:56:00+00:00
Papua New Guinea,11273,121.0,9773,1379,,13.0,93283.0,10264.0,9088691.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Djibouti,11247,147.0,10901,199,,147.0,150551.0,150547.0,1000029.0,46,1.0,35,10,2021-05-05 05:56:00+00:00
Congo,11016,147.0,8208,2661,,26.0,92500.0,16426.0,5631373.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Lesotho,10733,318.0,6267,4148,,147.0,80556.0,37355.0,2156500.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Aruba,10704,100.0,10467,137,14.0,933.0,150674.0,1406236.0,107147.0,25,0.0,32,-7,2021-05-05 05:56:00+00:00
Suriname,10623,212.0,9542,869,23.0,359.0,51681.0,87441.0,591041.0,80,5.0,60,15,2021-05-05 05:56:00+00:00
South Sudan,10613,115.0,10312,186,,10.0,153445.0,13575.0,11303714.0,11,0.0,0,11,2021-05-05 05:56:00+00:00
Bahamas,10576,210.0,9579,787,4.0,530.0,88056.0,222141.0,396396.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Benin,7884,100.0,7652,132,35.0,8.0,595112.0,48040.0,12387891.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Equatorial Guinea,7694,112.0,7279,303,7.0,78.0,123169.0,85456.0,1441307.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Nicaragua,6989,183.0,4225,2581,,27.0,,,6690605.0,91,1.0,0,90,2021-05-05 05:56:00+00:00
CAR,6521,91.0,5112,1318,2.0,19.0,40907.0,8348.0,4900000.0,110,3.0,0,107,2021-05-05 05:56:00+00:00
Iceland,6491,29.0,6295,167,5.0,85.0,607492.0,1770587.0,343102.0,8,0.0,15,-7,2021-05-05 05:56:00+00:00
Yemen,6390,1240.0,2948,2202,23.0,41.0,28115.0,926.0,30374411.0,27,1.0,38,-12,2021-05-05 05:56:00+00:00
Seychelles,6373,28.0,5277,1068,,283.0,21504.0,217524.0,98858.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Gambia,5914,175.0,5473,266,3.0,71.0,76379.0,30882.0,2473220.0,13,0.0,54,-41,2021-05-05 05:56:00+00:00
Niger,5286,192.0,4870,224,18.0,8.0,99881.0,4006.0,24934198.0,25,1.0,5,19,2021-05-05 05:56:00+00:00
San Marino,5067,90.0,4935,42,4.0,2648.0,61760.0,1816952.0,33991.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Chad,4835,170.0,4565,100,,10.0,114347.0,6799.0,16818375.0,7,0.0,37,-30,2021-05-05 05:56:00+00:00
Saint Lucia,4573,74.0,4398,101,1.0,401.0,40631.0,220423.0,184332.0,13,0.0,30,-17,2021-05-05 05:56:00+00:00
Gibraltar,4286,94.0,4188,4,1.0,2791.0,235484.0,6991182.0,33683.0,3,0.0,2,1,2021-05-05 05:56:00+00:00
Sierra Leone,4068,79.0,3078,911,,10.0,153257.0,18891.0,8112508.0,6,0.0,0,6,2021-05-05 05:56:00+00:00
Channel Islands,4056,86.0,3956,14,,491.0,454413.0,2593578.0,175207.0,1,0.0,0,1,2021-05-05 05:56:00+00:00
Burundi,4052,6.0,773,3273,,0.5,90019.0,7387.0,12185574.0,6,0.0,0,6,2021-05-05 05:56:00+00:00
Barbados,3884,45.0,3817,22,,156.0,155353.0,540037.0,287671.0,3,1.0,13,-11,2021-05-05 05:56:00+00:00
Comoros,3846,146.0,3676,24,,165.0,,,885071.0,1,0.0,1,0,2021-05-05 05:56:00+00:00
Guinea-Bissau,3737,67.0,3359,311,9.0,33.0,63989.0,31886.0,2006812.0,1,0.0,32,-31,2021-05-05 05:56:00+00:00
Eritrea,3681,12.0,3503,166,,3.0,23693.0,6604.0,3587526.0,8,0.0,7,1,2021-05-05 05:56:00+00:00
Vietnam,2996,35.0,2560,401,,0.4,2598753.0,26498.0,98073291.0,11,0.0,0,11,2021-05-05 05:56:00+00:00
Liechtenstein,2948,57.0,2830,61,7.0,1491.0,39109.0,1023260.0,38220.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Timor-Leste,2653,4.0,1334,1315,,3.0,69967.0,52236.0,1339435.0,129,0.0,69,60,2021-05-05 05:56:00+00:00
New Zealand,2629,26.0,2578,25,,5.0,2037349.0,407299.0,5002100.0,6,0.0,5,1,2021-05-05 05:56:00+00:00
Monaco,2468,32.0,2390,46,2.0,811.0,51953.0,1316065.0,39476.0,3,0.0,10,-7,2021-05-05 05:56:00+00:00
Bermuda,2422,30.0,1966,426,20.0,483.0,242439.0,3905016.0,62084.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Turks and Caicos,2396,17.0,2343,36,2.0,434.0,57655.0,1472444.0,39156.0,3,0.0,0,3,2021-05-05 05:56:00+00:00
Sao Tome and Principe,2311,35.0,2254,22,,157.0,12999.0,58406.0,222561.0,1,0.0,10,-9,2021-05-05 05:56:00+00:00
Sint Maarten,2240,27.0,2189,24,1.0,624.0,26359.0,608978.0,43284.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Liberia,2110,85.0,1952,73,2.0,16.0,96871.0,18785.0,5156874.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
St. Vincent Grenadines,1882,11.0,1731,140,2.0,99.0,45375.0,407917.0,111236.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Saint Martin,1745,12.0,1399,334,7.0,306.0,27588.0,703452.0,39218.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Isle of Man,1590,29.0,1548,13,1.0,340.0,44761.0,524066.0,85411.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Caribbean Netherlands,1560,16.0,1532,12,,605.0,10040.0,379914.0,26427.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Antigua and Barbuda,1232,32.0,1014,186,1.0,325.0,16700.0,169356.0,98609.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Mauritius,1214,17.0,1111,86,,13.0,358675.0,281636.0,1273543.0,0,0.0,0,0,2021-05-05 05:56:00+00:00
Taiwan,1160,12.0,1074,74,,0.5,555429.0,23285.0,23853021.0,7,0.0,7,0,2021-05-05 05:56:00+00:00
